web-scraper-order,web-scraper-start-url,category,category-href,subcategory,subcategory-href,sub-sub-category,sub-sub-category-href,pagination,product-link,product-link-href,name,wholesale-sku,brand,packagesize,age group,color,width,height,construction,image-src,wheelbase,length,gender,easternprice,Diameter,Angle,Durometer
"1752767942-39","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SZ RKP BASE PLATE 35° RED 1pc sale","https://www.easternskatesupply.com/sz-rkp-base-plate-35-red-1pc-sale.html","SZ RKP BASE PLATE 35° RED 1pc sale","1TSFR00B35000RR","Surf-Rodz","1 SINGLE PIECE","All Ages","RED","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/T/1TSFR00B35000RR.png","","","ALL","$12.00","8MM","",""
"1752767953-40","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SZ RKP BASE PLATE 35° PINK 1pc sale","https://www.easternskatesupply.com/sz-rkp-base-plate-35-pink-1pc-sale.html","SZ RKP BASE PLATE 35° PINK 1pc sale","1TSFR00B35000PP","Surf-Rodz","1 SINGLE PIECE","All Ages","PINK","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1578574813563_1TSFR00B35000PP.png","","","ALL","$12.00","8MM","",""
"1752767965-41","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SZ RKP BASE PLATE 35° GREEN 1pc sale","https://www.easternskatesupply.com/sz-rkp-base-plate-35-green-1pc-sale.html","SZ RKP BASE PLATE 35° GREEN 1pc sale","1TSFR00B35000GG","Surf-Rodz","1 SINGLE PIECE","All Ages","GREEN","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/T/1TSFR00B35000GG.png","","","ALL","$12.00","8MM","",""
"1752767976-42","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SZ RKP BASE PLATE 35° GOLD 1pc sale","https://www.easternskatesupply.com/sz-rkp-base-plate-35-gold-1pc-sale.html","SZ RKP BASE PLATE 35° GOLD 1pc sale","1TSFR00B35000DD","Surf-Rodz","1 SINGLE PIECE","All Ages","GOLD","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/T/1TSFR00B35000DD.png","","","ALL","$12.00","8MM","",""
"1752767987-43","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SZ RKP BASE PLATE 35° SAFFRON 1pc sale","https://www.easternskatesupply.com/sz-rkp-base-plate-35-saffron-1pc-sale.html","SZ RKP BASE PLATE 35° SAFFRON 1pc sale","1TSFR00B35000D2","Surf-Rodz","1 SINGLE PIECE","All Ages","SAFFRON","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/T/1TSFR00B35000D2.png","","","ALL","$12.00","8MM","",""
"1752767999-44","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SZ RKP BASE PLATE 35° RAW 1pc sale","https://www.easternskatesupply.com/sz-rkp-base-plate-35-raw-1pc-sale.html","SZ RKP BASE PLATE 35° RAW 1pc sale","1TSFR00B3500000","Surf-Rodz","1 SINGLE PIECE","All Ages","Raw","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1531950314001_1TSFR00B3500000.png","","","ALL","$11.00","8MM","",""
"1752768010-45","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SEISMIC G5 SPRINGS LIGHT-RED 2pcs","https://www.easternskatesupply.com/seismic-g5-springs-light-red-2pcs.html","SEISMIC G5 SPRINGS LIGHT-RED 2pcs","1TSEITSPRI20000","Seismic","1 SINGLE PIECE","All Ages","RED","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1532028922542_1TSEITSPRI20000.png","","","ALL","$6.75","8MM","",""
"1752768022-46","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SEISMIC G5 SPRINGS EXTRA LIGHT-SKY BLUE 2pcs","https://www.easternskatesupply.com/seismic-g5-springs-extra-light-sky-blue-2pcs.html","SEISMIC G5 SPRINGS EXTRA LIGHT-SKY BLUE 2pcs","1TSEITSPRI11000","Seismic","1 SINGLE PIECE","All Ages","SKY BLUE, HORIZON","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1531949713494_1TSEITSPRI11000.png","","","ALL","$6.75","8MM","",""
"1752768033-47","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Truck Parts","https://www.easternskatesupply.com/skate/components/truck-parts.html","","SEISMIC G5 SPRINGS MAX LIGHT-WHITE 2pcs","https://www.easternskatesupply.com/seismic-g5-springs-max-light-white-2pcs.html","SEISMIC G5 SPRINGS MAX LIGHT-WHITE 2pcs","1TSEISPRI000000","Seismic","1 SINGLE PIECE","All Ages","WHITE","","STANDARD/MID","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1532028922542_1TSEISPRI000000.png","","","ALL","$6.75","8MM","",""
"1752768090-48","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-98a GREY BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-98a-grey-bushing-set.html","VENOM (SHR)TALL BARREL-98a GREY BUSHING SET","1SVNM1TLBR98AEE","Venom","1 QTY SET","All Ages","GREY","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1TLBR98AEE.png","","","ALL","$7.30","","","98A"
"1752768102-49","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-94a WHITE BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-94a-white-bushing-set.html","VENOM (SHR)TALL BARREL-94a WHITE BUSHING SET","1SVNM1TLBR94AWW","Venom","1 QTY SET","All Ages","WHITE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1TLBR94AWW.png","","","ALL","$7.30","","","94A"
"1752768113-50","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-91a RED BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-91a-red-bushing-set.html","VENOM (SHR)TALL BARREL-91a RED BUSHING SET","1SVNM1TLBR91ARR","Venom","1 QTY SET","All Ages","RED","","","","https://www.easternskatesupply.com/media/catalog/product/placeholder/default/no-image_1.jpg","","","ALL","$7.30","","","91A"
"1752768125-51","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-88a SEAFOAM BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-88a-seafoam-bushing-set.html","VENOM (SHR)TALL BARREL-88a SEAFOAM BUSHING SET","1SVNM1TLBR88AG3","Venom","1 QTY SET","All Ages","LITE GREEN,MINT,SEAFOAM ,SAGE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/6/1652454092961_1SVNM1TLBR88AG3.png","","","ALL","$7.30","","","88A"
"1752768137-52","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-86a LT.BLUE BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-86a-lt-blue-bushing-set.html","VENOM (SHR)TALL BARREL-86a LT.BLUE BUSHING SET","1SVNM1TLBR86AB3","Venom","1 QTY SET","All Ages","LIGHT/BRIGHT BLUE, PACIFIC","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1TLBR86AB3.png","","","ALL","$7.30","","","86A"
"1752768149-53","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-83a LT.YELLOW BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-83a-lt-yellow-bushing-set.html","VENOM (SHR)TALL BARREL-83a LT.YELLOW BUSHING SET","1SVNM1TLBR83AY4","Venom","1 QTY SET","All Ages","LIGHT YELLOW, PASTEL YELLOW","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/6/1652454092961_1SVNM1TLBR83AY4.png","","","ALL","$7.30","","","83A"
"1752768161-54","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)TALL BARREL-80a OLIVE BUSHING SET","https://www.easternskatesupply.com/venom-shr-tall-barrel-80a-olive-bushing-set.html","VENOM (SHR)TALL BARREL-80a OLIVE BUSHING SET","1SVNM1TLBR80AG5","Venom","1 QTY SET","All Ages","OLIVE, JUNIPER, PICKLE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1TLBR80AG5.png","","","ALL","$7.30","","","80A"
"1752768172-55","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)SUPER CARVE-94a WHITE BUSHING SET","https://www.easternskatesupply.com/venom-shr-super-carve-94a-white-bushing-set.html","VENOM (SHR)SUPER CARVE-94a WHITE BUSHING SET","1SVNM1SUCA94AWW","Venom","1 QTY SET","All Ages","WHITE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1532372710887_1SVNM1SUCA94AWW.png","","","ALL","$5.10","","","94A"
"1752768184-56","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)SUPER CARVE-91a RED BUSHING SET","https://www.easternskatesupply.com/venom-shr-super-carve-91a-red-bushing-set.html","VENOM (SHR)SUPER CARVE-91a RED BUSHING SET","1SVNM1SUCA91ARR","Venom","1 QTY SET","All Ages","RED","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1532372710887_1SVNM1SUCA91ARR.png","","","ALL","$5.10","","","91A"
"1752768198-57","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)SUPER CARVE-88a SEAFOAM BUSHING SET","https://www.easternskatesupply.com/venom-shr-super-carve-88a-seafoam-bushing-set.html","VENOM (SHR)SUPER CARVE-88a SEAFOAM BUSHING SET","1SVNM1SUCA88AG3","Venom","1 QTY SET","All Ages","LITE GREEN,MINT,SEAFOAM ,SAGE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1SUCA88AG3.png","","","ALL","$5.10","","","88A"
"1752768209-58","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)SUPER CARVE-86a LT.BLUE BUSHING SET","https://www.easternskatesupply.com/venom-shr-super-carve-86a-lt-blue-bushing-set.html","VENOM (SHR)SUPER CARVE-86a LT.BLUE BUSHING SET","1SVNM1SUCA86AB3","Venom","1 QTY SET","All Ages","LIGHT/BRIGHT BLUE, PACIFIC","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1539362411565_1SVNM1SUCA86AB3.png","","","ALL","$5.10","","","86A"
"1752768221-59","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)SUPER CARVE-80a OLIVE BUSHING SET","https://www.easternskatesupply.com/venom-shr-super-carve-80a-olive-bushing-set.html","VENOM (SHR)SUPER CARVE-80a OLIVE BUSHING SET","1SVNM1SUCA80AG5","Venom","1 QTY SET","All Ages","OLIVE, JUNIPER, PICKLE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1532372710887_1SVNM1SUCA80AG5.png","","","ALL","$5.10","","","80A"
"1752768233-60","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)STANDARD-91a RED BUSHING SET","https://www.easternskatesupply.com/venom-shr-standard-91a-red-bushing-set.html","VENOM (SHR)STANDARD-91a RED BUSHING SET","1SVNM1STAN91ARR","Venom","1 QTY SET","All Ages","RED","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1STAN91ARR.png","","","ALL","$5.10","","","91A"
"1752768244-61","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)STANDARD-80a OLIVE BUSHING SET","https://www.easternskatesupply.com/venom-shr-standard-80a-olive-bushing-set.html","VENOM (SHR)STANDARD-80a OLIVE BUSHING SET","1SVNM1STAN80AG5","Venom","1 QTY SET","All Ages","OLIVE, JUNIPER, PICKLE","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/S/1SVNM1STAN80AG5.png","","","ALL","$5.10","","","80A"
"1752768257-62","https://www.easternskatesupply.com/","Skate","https://www.easternskatesupply.com/skate.html","Components","https://www.easternskatesupply.com/skate/components.html","Bushings and Pivotcups","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html","https://www.easternskatesupply.com/skate/components/bushings-pivotcups.html?p=3","VENOM (SHR)FREERIDE-98a GREY BUSHING SET","https://www.easternskatesupply.com/venom-shr-freeride-98a-grey-bushing-set.html","VENOM (SHR)FREERIDE-98a GREY BUSHING SET","1SVNM1FRRI98AEE","Venom","1 QTY SET","All Ages","GREY","","","","https://www.easternskatesupply.com/media/catalog/product/cache/98726862c4ca127a16ced75d6e69362e/1/5/1531947913801_1SVNM1FRRI98AEE.png","","","ALL","$7.30","","","98A"
